,0,1,2,3,4,5
0,Average rate of vehicle per kilo meter 2011,,,,,
1,,,,,,
2,(Rate in taka) -  Upazila,(Rate in taka) - Vehicle - Rickshaw,(Rate in taka) - Vehicle - Rickshaw van,(Rate in taka) - Vehicle - Easy bike,(Rate in taka) - Vehicle - Auto rickshaw,(Rate in taka) - Vehicle - Tempo
3,Azmirigonj,3,4,0,5,5
4,Bahubal,10,12,5,8,5
5,Baniachang,15,12,10,8,5
6,Chunarughat,10,5,10,5,10
7,Habiganj Sadar,10,10,5,8,5
8,Lakhai,5,5,5,5,5
9,Madhabpur,10,15,25,5,8
10,Nabiganj,6,6,0,5,4
11,Average,7,8,7,5,5
