,0,1,2,3,4,5,6,7,8
0,"Number of kawmi madrasah, teacher and student 2011",,,,,,,,
1,,,,,,,,,
2, Upazila,Number of madrasah,Number of teacher - Male,Number of teacher - Female,Number of teacher - Total,Number of student - Male,Number of student - Female,Number of student - Total,Students per teacher
3,Azmirigonj,9,48,0,48,1243,221,1464,30
4,Bahubal,26,116,17,133,3075,758,3833,29
5,Baniachang,42,18,192,210,4980,60,5040,24
6,Chunarughat,43,354,9,363,6482,65,6547,19
7,Habiganj Sadar,5,47,0,47,1807,0,1807,38
8,Lakhai,10,66,5,71,1189,599,1788,25
9,Madhabpur,4,14,5,19,394,214,608,32
10,Nabiganj,5,70,2,72,1046,685,1731,24
11,Total,144,733,230,963,20216,2602,22818,24
