,0,1,2,3,4,5,6,7,8,9,10
0,Number of branch and accounts of Krishi and Co-operative bank 2011,,,,,,,,,,
1,"
Upazila",Krishi bank,Krishi bank,Krishi bank,Krishi bank,Krishi bank,Co-operative bank,Co-operative bank,Co-operative bank,Co-operative bank,Co-operative bank
2,"
Upazila","Number of
branch",Account,Account,Account,Account,"Number of
branch",Account,Account,Account,Account
3,"
Upazila","Number of
branch",S.D,C.D,F.D,S.T.D,"Number of
branch",S.D,C.D,F.D,S.T.D
4,Bakshiganj,2,20508,383,29,3,0,0,0,0,0
5,Dewanganj,2,3182,131,81,9,0,0,0,0,0
6,Islampur,3,18885,200,98,50,0,0,0,0,0
7,Jamalpur Sadar,7,47626,541,430,58,2,194,276,365,0
8,Madarganj,2,24110,187,43,3,0,0,0,0,0
9,Melandaha,2,13164,595,77,5,271,0,0,0,0
10,Sarishabari,4,94,210,174,17,0,0,0,0,0
11,Total,22,127569,2247,932,145,273,194,276,365,0
