,0,1,2,3,4,5,6,7,8,9,10
0,"Number of primary school (Class I-V), teacher and student by municipality 2011",,,,,,,,,,
1,"
Upazila",Primary school,Primary school,Primary school,Number of teacher,Number of teacher,Number of teacher,Number of student,Number of student,Number of student,Students per teacher
2,"
Upazila",Govt.,"Non-
govt.",Total,Govt.,"Non-
govt.",Total,Govt.,"Non-
govt.",Total,Students per teacher
3,Bakshiganj,0,0,0,0,0,0,0,0,0,0
4,Dewanganj,9,1,10,65,4,69,2623,156,2779,40
5,Islampur,7,8,15,48,31,79,4379,2556,6935,88
6,Jamalpur Sadar,32,7,39,197,24,221,10351,1876,12227,55
7,Madarganj,9,12,21,45,48,93,1750,2280,4030,43
8,Melandaha,6,2,8,48,6,54,3147,594,3741,69
9,Sarishabari,13,4,17,84,16,100,3612,832,4444,44
10,Total,76,34,110,487,129,616,25862,8294,34156,55
