,0,1,2,3,4,5
0,"Name of land, river port, important or historical, tourist places, objects, important, famous crop or food production 2011",,,,,
1,Chittagong,,,,,
2,,,,,,
3, Upazila/City corporation, Name of land/river/ sea port, Name of Important or historical/tourist place/object,Name of important /famous crop or food production, Customer care service providers name of cell phone operator,Distance between district head quarter  Upazila/City corporation by road (km)
4,Anowara,-,Parki Bridge,-,"GP, Banglalink. Citycell, Teletalk,Aritel  Robi",25
5,Banshkhali,-,Eco Park,Paddy,"GP, Banglalink. Citycell, Teletalk,Aritel  Robi",55
6,Boalkhali,-,Madosh Munir Asram,Paddy,"GP, Banglalink. Citycell, Teletalk,Aritel  Robi",30
7,Chandanaish,-,-,-,"GP, Banglalink. Citycell, Teletalk,Aritel  Robi",45
8,Chittagong City Corporation,  Chittagong Port,"Potenga Sea Beach, Foys Lake, Hazarat Amanat Shah Mazar, Bayzed Bostamai Mazar, Zia Memorial Park",   -,"  GP, Banglalink. Citycell, Teletalk,Aritel  Robi",   -
9,Fatikchhari,-,Company Tila,-,"GP, Banglalink. Citycell, Teletalk,Aritel  Robi",53
10,Hathazari,-,Army Inistitute,Paddy,"GP, Banglalink. Citycell, Teletalk,Aritel  Robi",25
11,Lohagara,-,-,-,"GP, Banglalink. Citycell, Teletalk,Aritel  Robi",83
12,Mirsharai,-,Muhuri project,Paddy,"GP, Banglalink. Citycell, Teletalk,Aritel  Robi",55
13,Patiya,-,Amir Vander,Paddy,"GP, Banglalink. Citycell, Teletalk,Aritel  Robi",32
14,Rangunia,-,Baj Vuban Rajbarip,Paddy,"GP, Banglalink. Citycell, Teletalk,Aritel  Robi",45
15,Raozan,-,Mohamony Matha,Paddy,"GP, Banglalink. Citycell, Teletalk,Aritel  Robi",30
16,Sandwip,-,Sandwip Palace,Baffolo Milk,"GP, Banglalink. Citycell, Teletalk,Aritel  Robi",60
17,Satkania,-,-,Paddy,"GP, Banglalink. Citycell, Teletalk,Aritel  Robi",76
18,Sitakunda,-,Eco Park,Paddy,"GP, Banglalink. Citycell, Teletalk,Aritel  Robi",40
