,0,1,2,3,4,5
0,"Number of hat-bazar, growth centre, hotel & restaurant 2011",,,,,
1,,,,,,
2,Upazila/City corporation,Daily bazar,Weekly hat,Growth centre,Restaurant,Hotel (residential)
3,Anowara,3,25,5,6,0
4,Banshkhali,5,30,9,321,4
5,Boalkhali,5,21,6,245,0
6,Chandanaish,18,35,0,52,1
7,Chittagong City Corp.,70,3,26,1191,146
8,Fatikchhari,63,22,8,195,7
9,Hathazari,2,35,8,1200,15
10,Lohagara,1,19,0,200,3
11,Mirsharai,26,29,17,234,5
12,Patiya,1,6,12,36,2
13,Rangunia,22,22,13,231,6
14,Raozan,5,26,5,352,0
15,Sandwip,17,42,0,122,125
16,Satkania,8,24,4,124,1
17,Sitakunda,23,23,6,73,3
18,Total,269,362,119,4582,318
