,0,1,2,3,4
0,Number of tailoring shop and person engaged 2011,,,,
1,,,,,
2,Upazila/City corporation,Unit,Person engaged - Family,Person engaged - Hired,Person engaged - Total
3,Anowara,118,180,265,445
4,Banshkhali,225,338,150,488
5,Boalkhali,110,110,220,330
6,Chandanaish,165,165,475,640
7,Chittagong City Corp.,1161,1804,3317,5121
8,Fatikchhari,1792,1834,5342,7176
9,Hathazari,700,900,1400,2300
10,Lohagara,0,0,0,0
11,Mirsharai,488,510,992,1502
12,Patiya,1010,17,3025,3042
13,Rangunia,263,290,789,1079
14,Raozan,750,700,850,1550
15,Sandwip,55,57,165,222
16,Satkania,172,172,355,527
17,Sitakunda,179,179,113,292
18,Total,7188,7256,17199.6,24513
