,0,1,2,3,4,5,6
0,"Number and area of pond, dighee and other area 2010-2011",,,,,,
1,,,,,,,
2,(Area in acre) - Upazila/City corporation,(Area in acre) - Pond - Number,(Area in acre) - Pond - Area,(Area in acre) - Dhighee - Number,(Area in acre) - Dhighee - Area,(Area in acre) - Other area,(Area in acre) - Total area
3,Anowara,6500,4600,12,38,760,5398
4,Banshkhali,3200,1190,19,84,900,2174
5,Boalkhali,4383,1470,10,35,0,1505
6,Chandanaish,3570,1085,24,162,0,1247
7,Chittagong City Corp.,234,69,13,15,0,84
8,Fatikchhari,4030,3376,353,1765,0,5141
9,Hathazari,7708,2310,850,222,17,2549
10,Lohagara,2578,1160,41,4050,11,5221
11,Mirsharai,13610,5170,10,51,26,5247
12,Patiya,518,115,45,45,0,160
13,Rangunia,3450,2044,110,242,5930,8216
14,Raozan,4370,21800,43,860,30,22690
15,Sandwip,10339,3786,0,0,0,3786
16,Satkania,5186,337,18,182,493,1012
17,Sitakunda,4208,1388,18,93,0,1481
18,Total,73884,49900,1566,7844,8167,65911
