,0,1,2,3,4,5
0,Number of employee by type 2011,,,,,
1,,,,,,
2, Upazila/City corporation, Police personnel, Ansar personnel, VDP personnel,Autonomous body,Local Government employee
3,Anowara,39,260,11,82,108
4,Banshkhali,138,627,7296,39,169
5,Boalkhali,41,467,3712,1,25
6,Chandanaish,3,1,0,1,13
7,Chittagong City Corp.,2033,3966,7972,2616,120
8,Fatikchhari,44,937,11520,0,230
9,Hathazari,18,627,18,15,135
10,Lohagara,10,15,0,0,14
11,Mirsharai,49,659,11968,15,142
12,Patiya,62,613,4214,3,46
13,Rangunia,27,686,5504,22,150
14,Raozan,31,747,4046,78,20
15,Sandwip,37,150,50,2,27
16,Satkania,49,1048,6400,11,183
17,Sitakunda,99,467,5760,289,42
18,Total,2680,11270,68471,3174,1424
