,0,1,2,3,4
0,"Area and production at water melon, melon (bangi) in following years",,,,
1,Coxs_Bazar,,,,
2,,,,,
3,(Area in acre and production in metric ton) - Upazila,(Area in acre and production in metric ton) - 2010-11 - Area,(Area in acre and production in metric ton) - 2010-11 - Production,(Area in acre and production in metric ton) - 2009-10 - Area,(Area in acre and production in metric ton) - 2009-10 - Production
4,Chakaria,75,236,75,236
5,Cox's Bazar Sadar,660,3989,660,580
6,Kutubdia,970,8611,961,8520
7,Moheshkhali,8,9,8,9
8,Pekua,18,107,17,105
9,Ramu,1250,1500,1200,1400
10,Teknaf,65,55,64,55
11,Ukhia,26,153,25,153
12,Total,3070,14660,3009,11058
