,0,1,2,3,4,5,6,7,8
0,"Number of technical and vocational institution, teacher and student 2011",,,,,,,,
1,Coxs_Bazar,,,,,,,,
2,,,,,,,,,
3,Upazila,Institution,Number of teacher - Male,Number of teacher - Female,Number of teacher - Total,Number of student - Male,Number of student - Female,Number of student - Total,Students per teacher
4,Chakaria,0,0,0,0,0,0,0,0
5,Cox's Bazar Sadar,4,70,15,85,3450,250,3700,46
6,Kutubdia,0,0,0,0,0,0,0,0
7,Moheshkhali,1,14,1,15,50,30,80,5
8,Pekua,1,5,1,6,70,64,134,22
9,Ramu,0,0,0,0,0,0,0,0
10,Teknaf,0,0,0,0,0,0,0,0
11,Ukhia,1,10,0,10,19,41,60,6
12,Total,7,99,17,116,3589,385,3974,34
