,0,1,2,3,4,5,6,7,8
0,"Number of Government secondary school, teacher and student 2011",,,,,,,,
1,,,,,,,,,
2, Upazila,Number of  school,Number of teacher,Number of teacher,Number of teacher,Number of student,Number of student,Number of student,Students per teacher
3, Upazila,Number of  school,Male,Female,Total,Male,Female,Total,Students per teacher
4,Gopalganj Sadar,2,59,23,82,1116,1065,2181,26
5,Kashiani,1,5,3,8,0,133,133,4
6,Kotalipara,0,0,0,0,0,0,0,0
7,Muksudpur,0,0,0,0,0,0,0,0
8,Tungipara,1,12,1,13,307,222,529,41
9,Total,4,76,27,103,1423,1420,2843,27
