,0,1,2,3,4,5,6,7,8
0,"Number of kawmi madrasah, teacher and student 2011",,,,,,,,
1,,,,,,,,,
2, Upazila,Number of madrasah,Number of teacher,Number of teacher,Number of teacher,Number of student,Number of student,Number of student,Students per teacher
3, Upazila,Number of madrasah,Male,Female,Total,Male,Female,Total,Students per teacher
4,Gopalganj Sadar,71,445,26,471,5461,760,6221,32
5,Kashiani,22,246,6,252,3087,120,3207,13
6,Kotalipara,14,117,0,117,2200,18,2218,19
7,Muksudpur,44,44,0,44,605,495,1100,25
8,Tungipara,12,195,87,282,3953,1568,5521,20
9,Total,163,1047,119,1166,15306,2961,18267,16
