,0,1,2,3,4,5,6
0,Daily average wage rate of construction labour 2011,,,,,,
1,,,,,,,
2,(Rate in taka),(Rate in taka),(Rate in taka),(Rate in taka),(Rate in taka),(Rate in taka),(Rate in taka)
3, Upazila,Labour,Labour,Labour,Labour,Labour,Labour
4, Upazila,Mason,Helper (Jogaly),Carpenter,Colour,Electric,Plumber
5,Gopalganj Sadar,300,270,300,350,300,360
6,Kashiani,350,210,350,400,375,350
7,Kotalipara,350,280,250,300,350,430
8,Muksudpur,300,250,300,250,400,350
9,Tungipara,350,250,400,400,400,350
10,Average,330,252,320,340,365,368
