,0,1,2,3,4
0,Area and production at tobacco in following years,,,,
1,(Area in acre and production in metric ton),(Area in acre and production in metric ton),(Area in acre and production in metric ton),(Area in acre and production in metric ton),(Area in acre and production in metric ton)
2,"
Upazila",2010-11,2010-11,2009-10,2009-10
3,"
Upazila",Area,Production,Area,Production
4,Harinakunda,5630,3941,6465,3232
5,Jhenaidah Sadar,480,158,461,151
6,Kaliganj,67,29,74,34
7,Kotchandpur,0,0,0,0
8,Mahespur,561,269,556,267
9,Shailkupa,614,276,611,274
10,Total,7352,4673,8167,3958
