,0,1,2,3,4,5,6
0,Area and production of rice crops 2010-11,,,,,,
1,(Area in acre and production in metric ton),,,,,,
2,"
Upazila",Aus,Aus,Aman,Aman,Boro,Boro
3,"
Upazila",Area,Production,Area,Production,Area,Production
4,"
Harinakunda","
3200","
3091","
24765","
24666","
18688","
29788"
5,Jhenaidah Sadar,842,813,44575,44396,57000,90858
6,Kaliganj,1978,1910,45474,45292,40179,64045
7,Kotchandpur,8275,7994,16680,16613,17998,28689
8,Mahespur,27040,26120,40940,40776,56605,90228
9,Shailkupa,20896,20185,37420,37270,30640,48840
10,Total,62231,60113,209854,209013,221110,352448
