,0,1,2,3,4
0,"Area and production at water melon, melon (bangi) in following years",,,,
1,,,,,
2,(Area in acre and production in metric ton) - Upazila,(Area in acre and production in metric ton) - 2010-11 - Area,(Area in acre and production in metric ton) - 2010-11 - Production,(Area in acre and production in metric ton) - 2009-10 - Area,(Area in acre and production in metric ton) - 2009-10 - Production
3,Adarsha Sadar,41,363,38,335
4,Barura,235,8,459,1861
5,Brahmanpara,8,195,8,195
6,Burichang,10,220,10,220
7,Chandina,117,2231,222,3144
8,Chauddagram,0,0,0,0
9,Comilla Sadar Dakshin,0,0,0,0
10,Daudkandi,90,1087,150,1784
11,Debidwar,10,220,10,220
12,Homna,150,607,153,414
13,Laksam,15,90,22,132
14,Monoharganj,16,90,12,60
15,Meghna,240,4860,230,8220
16,Muradnagar,130,1012,126,996
17,Nangalkot,0,0,0,0
18,Titas,0,0,0,0
19,Total,1062,10983,1440,17581
