,0,1,2,3,4,5,6,7,8,9,10
0,Number of branch and accounts of Krishi and Co-operative bank 2011,,,,,,,,,,
1,,,,,,,,,,,
2, Upazila,Krishi bank - Number of branch,Krishi bank - Account - S.D,Krishi bank - Account - C.D,Krishi bank - Account - F.D,Krishi bank - Account - S.T.D,Co-operative bank - Number of branch,Co-operative bank - Account - S.D,Co-operative bank - Account - C.D,Co-operative bank - Account - F.D,Co-operative bank - Account - S.T.D
3,Adarsha Sadar,2,3250,210,1652,922,1,0,0,0,0
4,Barura,3,726,106,9705,1893,0,0,0,0,0
5,Brahmanpara,3,5724,340,118,22,0,0,0,0,0
6,Burichang,3,5820,362,138,32,0,0,0,0,0
7,Chandina,4,12982,181,129,5,0,0,0,0,0
8,Chauddagram,7,239,331,306,42,0,0,0,0,0
9,Comilla Sadar Dakshin,1,1780,90,930,470,0,0,0,0,0
10,Daudkandi,3,4121,161,128,7,0,0,0,0,0
11,Debidwar,2,8766,345,860,4,0,0,0,0,0
12,Homna,1,101,11,15,1,0,0,0,0,0
13,Laksam,3,12080,309,102,14,0,0,0,0,0
14,Monoharganj,3,20441,133,93,3,0,0,0,0,0
15,Meghna,1,7753,51,18,2,0,0,0,0,0
16,Muradnagar,3,19298,114,177,11,0,0,0,0,0
17,Nangalkot,3,5907,566,288,5,0,0,0,0,0
18,Titas,2,11856,95,95,3,0,0,0,0,0
19,Total,44,120844,3405,14754,3436,1,0,0,0,0
