,0,1,2,3,4
0,Number of agriculture holding by tenure,,,,
1,(According to Agriculture Census 2008),,,,
2,Upazila,Total farm holding,Owner holding,Owner cum tenant,Tenant holding
3,Adarsha Sadar,22884,61764,7824,12293
4,Barura,49597,48539,23557,976
5,Brahmanpara,26353,20839,14560,410
6,Burichang,33406,31869,16312,1717
7,Chandina,37330,41552,17091,1473
8,Chauddagram,46607,54318,18559,1141
9,Comilla Sadar Dakshin,43777,47813,20106,3706
10,Daudkandi,36238,41919,17070,2110
11,Debidwar,50438,47410,24985,861
12,Homna,21524,26682,9512,940
13,Laksam,28193,32620,14166,1829
14,Monoharganj,28832,27207,13515,1300
15,Meghna,12931,13806,5745,142
16,Muradnagar,56195,61560,28041,3445
17,Nangalkot,40463,42353,18917,2571
18,Titas,21306,22044,10094,480
19,Total,556074,622295,260054,35394
