,0,1,2,3,4,5,6
0,Land area under irrigation for selected crops 2008,,,,,,
1,Moulvibazar,,,,,,
2,,,,,,,
3, Upazila,Paddy - Total area,Paddy - Irrigated area,Wheat - Total area,Wheat - Irrigated area,Potato - Total area,Potato - Irrigated area
4,Barlekha,30492,6819,14,14,553,553
5,Juri,15755,5792,5,5,271,271
6,Kamalganj,35636,9124,43,43,723,723
7,Kulaura,39117,8443,57,57,1149,1149
8,Moulvibazar Sadar,44043,11299,30,30,571,571
9,Rajnagar,40477,18154,18,18,630,630
10,Sreemangal,33245,6215,263,263,841,841
11,Total,238765,65846,430,430,4739,4739
