,0,1,2,3,4,5,6,7,8
0,"Number of madrasah, teacher and student under the madrasah education board 2011",,,,,,,,
1,Moulvibazar,,,,,,,,
2,,,,,,,,,
3, Upazila,Number of madrasah,Number of teacher - Male,Number of teacher - Female,Number of teacher - Total,Number of student - Male,Number of student - Female,Number of student - Total,Students per teacher
4,Barlekha,13,142,3,145,1574,1726,3300,23
5,Juri,8,88,8,96,991,1318,2229,23
6,Kamalganj,6,73,6,79,1109,1133,2242,28
7,Kulaura,16,181,12,193,1951,2121,4072,21
8,Moulvibazar Sadar,14,169,17,186,1739,1308,3047,16
9,Rajnagar,3,58,2,60,699,642,1341,22
10,Sreemangal,5,78,5,83,945,587,1532,18
11,Total,65,789,53,842,9008,8835,17763,21
