,0,1,2,3,4,5,6
0,"Area and production of pumpkin, parble (potol) and cabbage 2009-10",,,,,,
1,(Area in acre and production in metric ton),,,,,,
2,Upazila,Pumpkin Area,Pumpkin Production,Parble (potol) Area,Parble (potol) Production,Cabbage Area,Cabbage Production
3,Dimla,73,195,65,82,100,332
4,Domar,122,309,57,134,91,418
5,Jaldhaka,20,45,81,192,83,123
6,Kishorgonj,86,447,12,26,130,1430
7,Nilphamary Sadar,19,89,20,78,335,2188
8,Sayedpur,59,220,41,188,44,594
9,Total,379,1305,276,700,783,5085
