,0,1,2,3,4
0,"Area and production at water melon, melon (bangi) in following years",,,,
1,,,,,
2,(Area in acre and production in metric ton) - Upazila,(Area in acre and production in metric ton) - 2010-11 - Area,(Area in acre and production in metric ton) - 2010-11 - Production,(Area in acre and production in metric ton) - 2009-10 - Area,(Area in acre and production in metric ton) - 2009-10 - Production
3,Dimla,54,1080,54,1080
4,Domar,0,0,0,0
5,Jaldhaka,0,0,0,0
6,Kishorgonj,12,12,12,13
7,Nilphamary Sadar,5,9040,12,38100
8,Sayedpur,0,0,0,0
9,Total,70,10132,78,39193
