,0,1,2,3,4,5,6
0,Daily average wage rate of construction labour 2011,,,,,,
1,(Rate in taka),,,,,,
2, Upazila,Labour - Mason,Labour - Helper (Jogaly),Labour - Carpenter,Labour - Colour,Labour - Electric,Labour - Plumber
3,Baghaichhari,350,150,300,300,300,300
4,Barkal,500,400,500,0,0,0
5,Belai Chhari,450,350,400,500,500,450
6,Jurai Chhari,500,300,500,450,500,450
7,Kaptai,450,250,400,450,500,500
8,Kawkhali,400,300,400,400,400,400
9,Langadu,500,300,450,450,600,500
10,Naniarchar,500,300,500,500,540,600
11,Rangamati Sadar,500,350,450,450,500,500
12,Rajasthali,400,300,400,400,400,450
13,Average,455,300,430,433,471,461
