,0,1,2,3,4
0,Broad classification of area 2011,,,,
1,Rangamati,,,,
2,(In sq. km.),,,,
3,Upazila,Total area,Land area,Reserve forest,Riverine area
4,Baghaichhari,1931.26,1782.70,137.39,11.19
5,Barkal,760.88,645.26,64.65,50.97
6,Belai Chhari,746.00,65.85,669.76,10.15
7,Jurai Chhari,606.05,197.52,407.52,1.01
8,Kaptai,259.00,133.58,120.62,4.80
9,Kawkhali,339.29,146.54,165.97,26.78
10,Langadu,388.50,212.57,173.78,2.15
11,Naniarchar,393.68,217.75,174.95,0.98
12,Rangamati Sadar,546.49,149.59,210.32,186.58
13,Rajasthali,145.04,36.16,108.88,0
14,Total,6116.19,3587.52,2233.84,294.61
