,0,1,2,3,4,5,6,7,8
0,"Number of filling station, fire brigade station, police station, camp, union land (tohsil) office, BOP (BGB camp), cyber cafe 2011",,,,,,,,
1,,,,,,,,,
2, Upazila,Filling station,Fire brigade station,Police station/ camp,Union land (tohsil) office,Sub- registry office,BOP (BGB camp),ISP provider,Cyber cafe
3,Baghaichhari,0,0,6,0,0,4,0,8
4,Barkal,0,0,4,0,0,2,0,0
5,Belai Chhari,0,0,2,0,0,2,0,0
6,Jurai Chhari,0,0,1,0,0,4,0,0
7,Kaptai,2,1,4,0,0,3,0,0
8,Kawkhali,0,0,8,0,0,0,0,1
9,Langadu,0,0,5,0,0,8,7,0
10,Naniarchar,0,0,2,0,0,0,0,0
11,Rangamati Sadar,4,1,5,0,0,1,0,3
12,Rajasthali,0,0,1,0,0,0,0,1
13,Total,6,2,38,0,0,24,7,13
