,0,1,2,3,4
0,"Name of land, river port, important or historical, tourist places, objects, important, famous crop or food production 2011",,,,
1,BrahmanBaria,,,,
2,,,,,
3,Upazila,Name of Land/River/Sea port,Name of Important or historical/tourist places/objects,Name of important /famous crop or food production,Distance between district head quarter  upazila by road (km)
4,Akhaura,-,Kallarsha Mazar,Paddy,26
5,Ashuganj,Bandor,Sayed Nazrul Islam,Paddy,20
6,Banchrampur,-,Ozanchar Jomeder Bari,Paddy,100
7,Bijoynogor,Lohor,Dewan Bari,Paddy,28
8,Brahmanbaria Sadar,Titas,Kalvirab,Boro Rice,3
9,Kasba,-,Kolla Pathor,Paddy,30
10,Nabinagar,-,Nabinagar Jomidar Bari,Paddy,76
11,Nasirnagar,Chatol Par,Harun Baro Bari,Paddy,30
12,Sarail,-,Arefile Mosque,Paddy,15
