,0,1,2,3,4,5,6
0,Land area under irrigation for selected crops 2008,,,,,,
1,BrahmanBaria,,,,,,
2,,,,,,,
3,Upazila,Paddy Total area,Paddy Irrigated area,Wheat Total area,Wheat Irrigated area,Potato Total area,Potato Irrigated area
4,Akhaura,22800,14100,20,10,20,20
5,Ashuganj,14651,12757,43,10,153,30
6,Banchrampur,22119,20100,864,0,543,0
7,Bijoynogor,0,0,0,0,0,0
8,Brahmanbaria Sadar,66.575,66575,126,126,231,231
9,Kasba,43425,28220,146,0,226,50
10,Nabinagar,51041,34453,1605,401,1311,552
11,Nasirnagar,44663,42655,2166,0,712,0
12,Sarail,43612,36940,104,0,252,0
13,Total,242377.6,255800,5074,547,3448,883
