,0,1,2,3,4,5
0,Number of employee by type 2011,,,,,
1,,,,,,
2,Upazila,Police personnel,Ansar personnel,VDP personnel,Autonomous bodies,Local Govt. employees
3,Dighinala,123,101,714,18,34
4,Khagrachhari Sadar,52,148,396,1,33
5,Laxshmichhari,39,33,144,0,3
6,Mahalchhari,43,32,363,11,0
7,Manikchhari,105,808,410,12,6
8,Matiranga,111,448,5978,2,51
9,Panchhari,71,150,363,3,10
10,Ramgarh,74,15,440,42,27
11,Upazilla. Total,618,1735,8808,89,164
12,Zila Offices,57,480,3762,11,86
13,Total,675,2215,12570,100,250
