,0,1,2
0,"Number of railway station, steamer, launch station and bus stand 2011",,
1,Khagrachori,,
2,,,
3,Upazila,Steamer/launch station,Bus stand
4,Dighinala,0,1
5,Khagrachori,0,1
6,Laxshmichhari,0,0
7,Mahalchhari,1,2
8,Manikchhari,0,1
9,Matiranga,0,1
10,Panchhari,0,1
11,Ramgarh,0,0
12,Total,1,7
