,0,1,2,3,4,5,6,7
0,"Number of household, population and density 2011",,,,,,,
1,Khagrachori,,,,,,,
2,,,,,,,,
3,Upazila,Household,Population (000) Male,Population (000) Female,Population (000) Both sex,Sex ratio (M/F),Average size of household,Density per sq. km.
4,Dighinala,22464,53,50,103,105,4.55,149
5,Khagrachori,24316,58,53,112,109,4.49,375
6,Laxshmichhari,6084,13,13,26,106,4.27,118
7,Mahalchhari,11282,26,24,51,108,4.41,202
8,Manikchhari,13335,31,31,62,101,4.61,366
9,Matiranga,27251,64,63,126,101,4.59,255
10,Panchhari,14154,31,31,62,102,4.36,186
11,Ramgarh,14906,37,35,72,105,4.75,249
12,Total,133792,314,300,614,105,4.54,223
