,0,1,2,3,4
0,Number of cooperative society and member 2011,,,,
1,,,,,
2,Upazila/City corporation,Number of co- operative society,Number of member - Male,Number of member - Female,Both sex
3,Anowara,358,8177,2725,10902
4,Banshkhali,12,220,60,280
5,Boalkhali,42,7968,2273,10241
6,Chandanaish,137,7924,2386,10310
7,Chittagong City Corp.,254,17617,11802,32959
8,Fatikchhari,150,4200,200,4400
9,Hathazari,383,19855,9928,29783
10,Lohagara,261,4688,3090,7778
11,Mirsharai,104,2373,1358,3731
12,Patiya,10,390,210,600
13,Rangunia,72,5500,4037,9537
14,Raozan,124,8547,71,8618
15,Sandwip,350,27320,29250,56570
16,Satkania,459,19263,17996,37259
17,Sitakunda,100,4821,850,5671
18,Total,2816,138863,86236,228639
