,0,1,2,3,4
0,Number of establishment and person engaged in cottage industry 2011,,,,
1,,,,,
2,Upazila/City corporation,Number of unit,Person engaged - Family,Person engaged - Hired,Person engaged - Total
3,Anowara,218,538,0,538
4,Banshkhali,2459,2025,750,2775
5,Boalkhali,1543,850,693,1543
6,Chandanaish,92,184,65,249
7,Chittagong City Corp.,495,959,1121,2080
8,Fatikchhari,877,2631,448,3079
9,Hathazari,350,450,0,450
10,Lohagara,0,0,0,0
11,Mirsharai,604,1310,718,2028
12,Patiya,220,350,660,101092
13,Rangunia,522,1000,150,1150
14,Raozan,97,183,0,183
15,Sandwip,0,0,0,0
16,Satkania,161,67,210,277
17,Sitakunda,1778,1843,561,2404
18,Total,9426,12390,5376,117838
