,0,1,2,3,4
0,Number of low lift pump scheme 2010-11,,,,
1,,,,,
2,Upazila/City corporation,Number of pump fielded - Electric,Number of pump fielded - Diesel,Number of pump fielded - Total,Area irrigated (in acre)
3,Anowara,417,70,487,8040
4,Banshkhali,204,142,346,3813
5,Boalkhali,26,3,29,3807
6,Chandanaish,28,28,56,132
7,Chittagong City Corp,00,00,00,00
8,Fatikchhari,144,83,217,4075
9,Hathazari,50,13,63,200
10,Lohagara,160,42,202,1850
11,Mirsharai,0,0,0,0
12,Patiya,51,36,87,12315
13,Rangunia,60,40,100,1136
14,Raozan,242,483,725,13250
15,Sandwip,0,67,67,15750
16,Satkania,151,77,228,3039
17,Sitakunda,0,23,23,1225
18,Total,1533,1107,2630,68632
