,0,1,2,3,4
0,Number of flour mill and person engaged 2011,,,,
1,,,,,
2,Upazila/City corporation,Unit,Person engaged - Family,Person engaged - Hired,Person engaged - Total
3,Anowara,1,2,12,14
4,Banshkhali,0,0,0,0
5,Boalkhali,5,10,10,20
6,Chandanaish,0,0,0,0
7,Chittagong City Corp.,15,33,565,598
8,Fatikchhari,298,245,53,298
9,Hathazari,1,2,30,32
10,Lohagara,1,10,30,310
11,Mirsharai,0,0,0,0
12,Patiya,37,56,111,167
13,Rangunia,0,0,0,0
14,Raozan,0,0,0,0
15,Sandwip,50,65,150,215
16,Satkania,2,5,7,12
17,Sitakunda,0,0,0,0
18,Total,410,428,968,1666
