,0,1,2,3,4
0,Number of branch of nationalized commercial bank 2011,,,,
1,,,,,
2,Upazila/City corporation,Number of branch,Number of employee,Number of savings A/C,Number of current A/C
3,Anowara,6,58,2573,1672
4,Banshkhali,3,28,19115,833
5,Boalkhali,5,62,21000,210
6,Chandanaish,7,60,37843,2469
7,Chittagong City Corp.,95,2141,57177,11615
8,Fatikchhari,12,102,55782,1935
9,Hathazari,16,155,91462,4743
10,Lohagara,4,31,24511,770
11,Mirsharai,18,159,88638,3746
12,Patiya,7,83,3500,318
13,Rangunia,7,62,60259,1870
14,Raozan,14,130,85314,3148
15,Sandwip,3,47,8770,612
16,Satkania,4,32,27022,875
17,Sitakunda,15,114,5181,423
18,Total,216,3264,588147,35239
