,0,1,2,3,4
0,Number of Saw mill and person engaged 2011,,,,
1,,,,,
2,Upazila/City corporation,Unit,Person engaged - Family,Person engaged - Hired,Person engaged - Total
3,Anowara,12,20,45,65
4,Banshkhali,40,120,200,320
5,Boalkhali,20,40,70,110
6,Chandanaish,6,8,16,24
7,Chittagong City Corp.,69,107,313,420
8,Fatikchhari,86,89,524,613
9,Hathazari,30,30,120,150
10,Lohagara,48,384,96,480
11,Mirsharai,42,32,325,357
12,Patiya,110,171,334,505
13,Rangunia,53,53,159,212
14,Raozan,38,15,152,167
15,Sandwip,35,55,120,175
16,Satkania,53,62,112,174
17,Sitakunda,34,53,61,114
18,Total,676,1239,2647,3886
