,0,1,2,3,4,5,6,7,8
0,"Number of filling station, fire brigade station, police station,  camp, union land (tohsil) office, bop (BGB camp), cyber cafe by upazila 2011",,,,,,,,
1,"
Upazila/City corporation","
Filling station",Fire brigade station,Police station/ camp,"Union land
(Tohsil) office",Sub- registry office,"BOP (BGB
camp)","
ISP
provider","
Cyber cafe"
2,Balaganj,3,1,2,5,2,0,0,0
3,Beanibazar,6,0,2,5,1,3,0,15
4,Bishwanath,5,0,1,4,1,0,0,0
5,Companiganj,4,0,1,1,1,3,0,0
6,Dakhin surma,4,0,2,6,0,0,0,0
7,Fenchuganj,3,0,2,2,1,0,0,0
8,Golapganj,5,0,2,11,1,0,0,3
9,Gowainghat,2,0,2,5,1,5,0,0
10,Jaintiapur,4,0,1,3,1,3,0,0
11,Kanaighat,2,0,1,5,1,1,0,10
12,Sylhet city corporation,15,2,7,0,2,1,1,5
13,Sylhet sadar,8,0,4,6,0,1,0,5
14,Zakiganj,2,1,1,5,1,6,0,0
15,Total,63,4,28,58,13,23,1,38
