,0,1,2,3,4
0,Number of bamboo and cane industry and person engaged 2011,,,,
1,Upazila/City corporation,"
Units",Person engaged,Person engaged,Person engaged
2,Upazila/City corporation,"
Units",Family,Hired,Total
3,Balaganj,42,62,8,70
4,Beanibazar,35,70,0,70
5,Bishwanath,2448,3135,45,3180
6,Companiganj,60,120,0,120
7,Dakhin surma,75,125,40,165
8,Fenchuganj,10,40,20,60
9,Golapganj,127,188,48,263
10,Gowainghat,675,1370,112,1482
11,Jaintiapur,190,190,0,190
12,Kanaighat,30,80,40,120
13,Sylhet city corporation,13,22,112,134
14,Sylhet sadar,23,25,35,60
15,Zakiganj,120,387,56,443
16,Total,3848,5814,516,6357
