,0,1,2,3,4
0,Number of branch of Grameen Bank 2011,,,,
1,Upazila/City corporation,Number of branch,Number of employee,Number of member,Number of account
2,Balaganj,5,27,12426,12886
3,Beanibazar,5,30,10500,15260
4,Bishwanath,2,10,1292,3172
5,Companiganj,2,10,11827,236
6,Dakhin surma,0,0,0,0
7,Fenchuganj,0,0,0,0
8,Golapganj,4,43,2522,3657
9,Gowainghat,5,30,23144,23144
10,Jaintiapur,3,20,8541,12970
11,Kanaighat,3,17,1635,2492
12,Sylhet city corporation,0,0,0,0
13,Sylhet sadar,3,17,8048,8048
14,Zakiganj,4,24,3827,4350
15,Total,36.00,228.00,83762.00,86215.00
