,0,1,2,3,4,5
0,"Number of employee, member by local Govt. institution 2011",,,,,
1,,,,,,
2,Upazila,City Corporation,Municipality,Zila Parishad,Upazila/City corporation Parishad,Union Parishad
3,Balaganj,0,0,0,6,182
4,Beanibazar,0,34,0,5,110
5,Bishwanath,0,0,0,4,58
6,Companiganj,0,0,0,3,50
7,Dakhin surma,0,0,0,5,90
8,Fenchuganj,0,0,0,2,30
9,Golapganj,0,25,0,3,98
10,Gowainghat,0,0,0,5,203
11,Jaintiapur,0,0,0,4,65
12,Kanaighat,0,27,0,2,49
13,Sylhet city corporation,127,0,39,0,0
14,Sylhet sadar,0,0,0,5,80
15,Zakiganj,0,22,0,3,85
16,Total,127,108,39,47,1100
