,0,1,2,3,4,5,6,7,8
0,"Number of non-government secondary school, teacher and student 2011",,,,,,,,
1,Upazila/City corporation,"Number
of school",Number of teacher,Number of teacher,Number of teacher,Number of student,Number of student,Number of student,"Students
per teacher"
2,Upazila/City corporation,"Number
of school",Male,Female,Total,Male,Female,Total,"Students
per teacher"
3,Balaganj,31,267,54,321,5793,7585,13378,42
4,Beanibazar,40,422,50,472,6880,9288,16168,34
5,Bishwanath,29,290,52,342,4423,5563,9986,29
6,Companiganj,1,18,2,20,335,390,725,36
7,Dakhin surma,24,238,61,299,5467,7012,12479,42
8,Fenchuganj,11,109,38,147,2468,3345,5813,39
9,Golapganj,26,334,87,421,8042,9072,17114,41
10,Gowainghat,28,194,25,219,4690,5234,9924,45
11,Jaintiapur,13,65,10,75,2707,3426,6331,84
12,Kanaighat,20,200,15,215,5000,4000,9000,42
13,Sylhet city corporation,21,156,107,263,7865,7547,15403,57
14,Sylhet sadar,34,223,170,393,11305,4650,15655,39
15,Zakiganj,19,176,25,201,3755,5632,9387,47
16,Total,297,2692,696,3388,68730,72744,141363,42
