,0,1,2,3,4
0,Number of tailoring shop and person engaged 2011,,,,
1,Upazila/City corporation,"
Units",Persons engaged,Persons engaged,Persons engaged
2,Upazila/City corporation,"
Units",Family,Hired,Total
3,Balaganj,212,240,250,490
4,Beanibazar,109,120,305,425
5,Bishwanath,200,280,430,710
6,Companiganj,52,100,50,150
7,Dakhin surma,84,115,85,200
8,Fenchuganj,120,400,550,950
9,Golapganj,68,28,96,124
10,Gowainghat,195,215,398,605
11,Jaintiapur,40,40,65,105
12,Kanaighat,255,570,855,1425
13,Sylhet city corporation,479,717,1779,2496
14,Sylhet sadar,110,161,445,606
15,Zakiganj,180,210,45,255
16,Total,2104,3196,5353,8541
