,0,1,2,3,4,5
0,Land area based on utilization 2008,,,,,
1,Upazila/City corporation,Total area,Permanent cropped area,Temporary cropped area,Permanent fallow area,Others
2,Balaganj,92852,1590,67880,8344,15038
3,Beanibazar,62210,6895,39028,2125,14162
4,Bishwanath,52320,1414,23843,1210,25853
5,Companiganj,73330,1730,40880,3000,27720
6,Dakhin surma,47990,740,34900,33,12020
7,Fenchuganj,28289,8373,16432,3184,300
8,Golapganj,68777,1115,37645,1980,28037
9,Gowainghat,118885,6200,6022,9150,43315
10,Jaintiapur,65758,3768,40035,1107,20848
11,Kanaighat,101868,39876,33204,25943.28,6607
12,Sylhet city corporation,65455,0,0,0,0
13,Sylhet sadar,77842,16299,41011,4853.5,15678.5
14,Zakiganj,70999,4091,49625,16293,990
15,Total,70999,4091,49625,16293,990
