,0,1,2,3,4,5,6
0,Number of holding reporting selected livestock species 2008,,,,,,
1,"
Upazila/City corporation",Cows & Buffaloes,Cows & Buffaloes,Goats,Goats,Sheep,Sheep
2,"
Upazila/City corporation","Holding
/Farm number",Animal number,"Holding/
Farm number",Goats number,"Holding/
Farm number",Sheep number
3,Balaganj,15197,20823,3904,9971,457,1553
4,Beanibazar,11250,76398,16218,7802,190,1467
5,Bishwanath,10427,36480,1658,4501,100,163
6,Companiganj,2002,20040,3160,20570,2318,30570
7,Dakhin surma,0,118592,0,46706,0,0
8,Fenchuganj,13600,24000,1032,1809,607,970
9,Golapganj,17006,52541,5093,20372,19,59
10,Gowainghat,3330,104350,626,2700,417,6700
11,Jaintiapur,264,48441,138,26328,86,2973
12,Kanaighat,19,5519,1009,13260,2,80
13,Sylhet city corporation,0,0,0,0,0,0
14,Sylhet sadar,15578,52565,6468,18257,961,3566
15,Zakiganj,18055,63052,1362,1978,1262,1400
16,Total,106728,622801,40668,174254,6419,49501
