,0,1,2,3,4,5
0,Sanction post of Government employee by category 2011,,,,,
1,Upazila/City corporation,Class-I,Class-II,Class-III,Class-IV,"Number of total
employee"
2,Balaganj,51,30,393,199,673
3,Beanibazar,36,25,338,140,539
4,Bishwanath,38,28,363,107,536
5,Companiganj,34,16,167,79,296
6,Dakhin surma,34,17,328,74,454
7,Fenchuganj,34,17,328,75,454
8,Golapganj,67,36,375,129,607
9,Gowainghat,39,24,761,117,941
10,Jaintiapur,35,28,267,101,431
11,Kanaighat,19,26,707,116,868
12,Sylhet city corporation,856,323,1743,1596,4518
13,Sylhet sadar,13,14,90,32,149
14,Zakiganj,49,17,762,138,966
15,Total,1305,601,6622,2903,11432
