,0,1,2,3,4,5,6,7,8,9,10
0,Number of branch and accounts of Krishi and Co-operative bank 2011,,,,,,,,,,
1,,,,,,,,,,,
2,Upazila/City corporation,Krishi Bank Number of branch Number of branch,Krishi Bank Account S.D,Krishi Bank Account C.D,Krishi Bank Account F.D,Krishi Bank Account S.T.D,Co-operative Bank Number of branch Number of branch,Co-operative Bank Account S.D,Co-operative Bank Account C.D,Co-operative Bank Account F.D,Co-operative Bank Account S.T.D
3,Balaganj,3,9830,138,67,7,0,0,0,0,0
4,Beanibazar,3,12700,148,102,6,0,0,0,0,0
5,Bishwanath,2,3928,52,54,2,0,0,0,0,0
6,Companiganj,2,11827,236,38,3,0,0,0,0,0
7,Dakhin surma,1,4667,80,61,2,0,0,0,0,0
8,Fenchuganj,1,4138,60,102,2,0,0,0,0,0
9,Golapganj,1,6300,350,30,0,0,0,0,0,0
10,Gowainghat,1,6010,509,50,10,0,0,0,0,0
11,Jaintiapur,1,2921,92,46,12,0,0,0,0,0
12,Kanaighat,4,1555,371,491,7,0,0,0,0,0
13,Sylhet city corporation,3,14565,2172,713,224,1,12,0,16,0
14,Sylhet sadar,1,4983,29,24,8,0,0,0,0,0
15,Zakiganj,2,18653,179,49,4,0,0,0,0,0
16,Total,25,102077,4416,1827,287,1,12,0,16,0
