,0,1,2,3,4,5,6,7,8,9,10,11
0,"Number of person, institute borrowing money from private commercial bank 2011",,,,,,,,,,,
1,Madaripur,,,,,,,,,,,
2,,,,,,,,,,,,
3, Upazila,Number of branch of all private commercial bank,Number of borrower - Agriculture debt - Male,Number of borrower - Agriculture debt - Female,Number of borrower - Industry debt - Male,Number of borrower - Industry debt - Female,Number of borrower - Other debt - Male,Number of borrower - Other debt - Female,Number of borrower - Male,Number of borrower - Female,Number of borrower - Total debt (crore tk) - Male,Number of borrower - Total debt (crore tk) - Female
4,Kalkini,1,0,0,0,0,53,0,53,0,222,0
5,Madaripur Sadar,19,17,0,508,55,1485,118,1710,173,126,35
6,Rajoir,1,1580,0,0,0,0,0,1580,0,2,0
7,Shibchar,4,50,14181,0,0,435,0,485,14181,4,33
8,Total,25,1647,14181,508,55,1973,118,3775,14354,354,69
