,0,1,2,3,4,5,6
0,"Number of bridge, baily bridge, culvert, pool, shako and others 2011",,,,,,
1,,,,,,,
2,Upazila,Bridge,Bailey bridge,Culvert,Pool,Shako,Others
3,Adamdighi,10,0,330,36,10,3
4,Bogra sadar,12,3,305,50,67,0
5,Dhunat,6,6,62,8,4,0
6,Gabtali,70,4,327,0,1,0
7,Dhupchanchia,2,0,292,0,5,386
8,Kahaloo,15,0,350,582,7,10
9,Nandigram,5,0,516,0,0,0
10,Sariakandi,12,1,182,0,0,0
11,Sherpur,8,3,639,0,2,0
12,Shibganj,66,1,851,0,0,0
13,Sonatola,150,5,234,0,10,0
14,Shajahanpur,70,4,329,0,0,0
15,Total,426,27,4417,676,106,399
