,0,1,2,3,4,5
0,Use of chemical fertilizer 2010-11,,,,,
1,,,,,,
2,Upazila,UREA,TSP,MP,DAP,Others
3,Adamdighi,6800,1587,1300,940,150
4,Bogra sadar,11033,73,132,22,5
5,Dhunat,8668,755,837,299,200
6,Dhupchanchia,6500,1200,1100,1080,1340
7,Gabtali,8380,1251,1079,500,150
8,Kahaloo,8800,2690,2050,550,1466
9,Nandigram,11600,3945,2378,578,2391
10,Sariakandi,6283,528,434,290,450
11,Shajahanpur,7500,3875,3250,250,1000
12,Sherpur,12146,2210,1425,397,800
13,Shibganj,11560,2890,2500,220,1114
14,Sonatola,5720,925,980,420,1350
15,Total,104990,21929,17465,5546,9916
