,0,1,2,3,4,5,6,7
0,Average price of selected item 2011,,,,,,,
1,,,,,,,,
2,Upazila	Fine rice minicate,Upazila	Fine rice minicate,Medium rice,Coarse rice	Wheat	Coarseflour n onnal	Aata,Coarse rice	Wheat	Coarseflour n onnal	Aata,Coarse rice	Wheat	Coarseflour n onnal	Aata,Coarse rice	Wheat	Coarseflour n onnal	Aata,Coarse rice	Wheat	Coarseflour n onnal	Aata
3,Gazaria,45,38,33,25,30,10,135
4,Lauhajang,44,35,30,20,28,15,115
5,Munshiganj Sadar,45,37,28,0,32,12,128
6,Serajdikhan,42,32,28,0,30,8,125
7,Sreenagar,45,36,32,20,28,12,125
8,Tongibari,40,32,28,20,28,10,122
9,Average,43.5,35,29.83,14.17,29.33,11.17,125
