,0,1,2,3,4,5,6,7
0,"Number of registered primary school (class 1-V), teacher and student 2011",,,,,,,
1,"

Upazila","Number of registered primary
school",Number of teacher,Number of student,Students per teacher,,,
2,"

Upazila","Number of registered primary
school",Male   I Female I	Total,Male   I Female I	Total,Students per teacher,,,
3,Gazaria	16,13,46,59,1262,784,2046,35
4,Lauhajang	5,9,8,17,220,230,450,26
5,Munshiganj Sadar	9,13,19,32,1671,1793,3464,108
6,Serajdikhan	13,24,28,52,1221,1377,2598,50
7,Sreenagar	13,21,31,52,1280,1228,2508,48
8,Tongibari	13,10,22,32,851,1304,2155,67
9,Total	69,90,154,244,650S,6716,13221,54
