,0,1,2,3,4,5,6,7
0,Number of jute mill and number of worker 2011,,,,,,,
1,"
Upazila","
Number of
mill","Number of loom
(ins talled)",Number of loom,Number of loom,Number of worker,Number of worker,Number of worker
2,"
Upazila","
Number of
mill","Number of loom
(ins talled)",Operative,"Non-
onerational",Permanent,Temporary,Total
