,0,1,2,3,4
0,Number of fisherman and production of fish in following years,,,,
1,,,,,
2,(Production in metric ton) -  Upazila,(Production in metric ton) - 2010-11 - Number,(Production in metric ton) - 2010-11 - Production,(Production in metric ton) - 2009-10 - Number,(Production in metric ton) - 2009-10 - Production
3,Belabo,927,253,927,26
4,Manohardi,132,736,132,655
5,Narsingdi Sadar,6975,2777,6174,2001
6,Palash,40,1567,40,1568
7,Roypura,2580,3160,2551,2840
8,Sibpur,1545,1391,1500,1350
9,Total,12199,9884,11324,8440
