,0,1,2,3,4,5,6,7,8
0,Number of warehouse and their storage capacity 2011,,,,,,,,
1,(Capacity in metric ton),,,,,,,,
2,Upazila,Food godown Number,Food godown Capacity,Fertilizer godown Number,Fertilizer godown Capacity,Jute godown Number,Jute godown Capacity,Other godown Number,Other godown Capacity
3,Belabo,2,1000,0,0,0,0,0,0
4,Manohardi,4,2500,0,0,0,0,0,0
5,Narsingdi Sadar,9,5000,0,0,0,0,2,2000
6,Palash,7,4000,0,0,0,0,1,100
7,Roypura,3,2000,0,0,0,0,12,180
8,Sibpur,3,2000,0,0,0,0,0,0
9,Total,28,16500,0,0,0,0,15,2280
