,0,1,2,3,4,5
0,Daily average wage rate of non-agricultural labour 2011,,,,,
1,,,,,,
2,(Wage in taka) - Upazila,(Wage in taka) - Porter (coolee),(Wage in taka) - Garden labour male,(Wage in taka) - Garden female labour,(Wage in taka) - Other labour (Adult),(Wage in taka) - Other labour (Child)
3,Belabo,500,300,150,200,150
4,Manohardi,300,0,0,0,0
5,Narsingdi Sadar,420,0,0,320,200
6,Palash,300,250,200,300,200
7,Roypura,250,0,0,250,150
8,Sibpur,300,200,180,150,0
9,Average,345,250,176,244,175
