,0,1,2,3,4
0,"Area and production at water melon, melon (bangi) in following years",,,,
1,,,,,
2,(Area in acre and production in metric ton) -  Upazila,(Area in acre and production in metric ton) - 2010-11 - Area,(Area in acre and production in metric ton) - 2010-11 - Production,(Area in acre and production in metric ton) - 2009-10 - Area,(Area in acre and production in metric ton) - 2009-10 - Production
3,Belabo,8,48,7,46
4,Manohardi,0,0,0,0
5,Narsingdi Sadar,19,188,19,194
6,Palash,0,0,0,0
7,Roypura,38,207,37,193
8,Sibpur,0,0,5,3
9,Total,65,443,68,436
