,0,1,2,3,4,5,6,7,8,9
0,Number of small scale and cottage industry 2011,,,,,,,,,
1,Moulvibazar,,,,,,,,,
2,,,,,,,,,,
3, Upazila,Small scale and cottage industry - Weaving/ handloom,Small scale and cottage industry - Handy,Small scale and cottage industry - Husking crafts mill,Small scale and cottage industry - Goor processing,Small scale and cottage industry - Biri factory,Small scale and cottage industry - Salt processing,Small scale and cottage industry - Dry fish processing,Small scale and cottage industry - Pottery,Small scale and cottage industry - Others
4,Barlekha,0,55,42,0,0,0,0,15,0
5,Juri,18,0,315,0,0,0,0,0,0
6,Kamalganj,0,0,87,0,0,0,0,0,0
7,Kulaura,32,0,80,0,0,0,0,0,0
8,Moulvibazar Sadar,0,0,68,0,0,0,0,10,0
9,Rajnagar,0,0,31,0,0,0,0,0,0
10,Sreemangal,35,0,23,0,0,0,0,0,0
11,Total,85,55,646,0,0,0,0,25,0
