,0,1,2,3,4,5,6,7
0,Land utilization (temporary cropped area) 2008,,,,,,,
1,Moulvibazar,,,,,,,
2,,,,,,,,
3, Upazila, Current fallow,Temporary cropped area - Single,Temporary cropped area - Double,Temporary cropped area - Triple,Temporary cropped area - Net,Temporary cropped area - Gross,Productivity of crop
4,Barlekha,877,24287,3123,1478,28888,34967,121
5,Juri,99,8673,2888,1104,12665,17761,140
6,Kamalganj,187,14785,9754,2037,26576,40404,152
7,Kulaura,396,32035,2634,2473,37142,44722,120
8,Moulvibazar Sadar,471,28060,6096,2499,36655,47749,130
9,Rajnagar,300,21971,8172,2054,32197,44477,138
10,Sreemangal,199,11784,7839,3168,22791,36966,162
11,Total,2528,141595,40506,14813,196914,267046,136
