,0,1,2,3,4,5,6,7,8,9,10
0,Number of branch and accounts of Krishi and Co-operative bank 2011,,,,,,,,,,
1,,,,,,,,,,,
2, Upazila,Krishi bank - Number of branch,Krishi bank - Account - S.D,Krishi bank - Account - C.D,Krishi bank - Account - F.D,Krishi bank - Account - S.T.D,Co-operative bank - Number of branch,Co-operative bank - Account - S.D,Co-operative bank - Account - C.D,Co-operative bank - Account - F.D,Co-operative bank - Account - S.T.D
3,Barlekha,1,6000,185,140,11,0,0,0,0,0
4,Juri,1,4878,121,113,5,0,0,0,0,0
5,Kamalganj,2,6236,152,27,4,0,0,0,0,0
6,Kulaura,4,9144,286,227,848,0,0,0,0,0
7,Moulvibazar Sadar,4,7746,222,160,14,0,0,0,0,0
8,Rajnagar,2,4310,131,79,10,0,0,0,0,0
9,Sreemangal,1,9276,130,0,0,0,0,0,0,0
10,Total,15,47590,1227,746,892,0,0,0,0,0
