,0,1,2,3,4,5,6,7,8
0,"Number of school  college (operating jointly), teacher and student 2011",,,,,,,,
1,Bandarban,,,,,,,,
2,,,,,,,,,
3, Upazila,Number of  institute,Number of teacher - Male,Number of teacher - Female,Number of teacher - Total,Number of student - Male,Number of student - Female,Number of student - Total,Students per teacher
4,Alikadam,0,0,0,0,0,0,0,0
5,Bandarban Sadar,1,41,10,51,791,434,1225,24
6,Lama,0,0,0,0,0,0,0,0
7,Naikhongchhari,0,0,0,0,0,0,0,0
8,Rowangchhari,0,0,0,0,0,0,0,0
9,Ruma,0,0,0,0,0,0,0,0
10,Thanchi,0,0,0,0,0,0,0,0
11,Total,1,41,10,51,791,434,1225,24
