,0,1,2,3,4
0,"Area of high, medium and low land 2008",,,,
1,Bandarban,,,,
2,,,,,
3,Upazila,High land,Medium land,Low land,Total land
4,Alikadam,211004,5585,0,216589
5,Bandarban Sadar,115080,4001,0,119081
6,Lama,133879,5073,0,138952
7,Naikhongchhari,113163,758,0,113921
8,Rowangchhari,103683,4915,0,108598
9,Ruma,149292,358,0,149650
10,Thanchi,219017,368,0,219385
11,Total,1045118,21058,0,1066176
