,0,1,2,3,4,5
0,Daily average wage rate of non-agricultural labour 2011,,,,,
1,,,,,,
2,(Wage in taka) - Upazila,(Wage in taka) - Porter (coolee),(Wage in taka) - Garden labour male,(Wage in taka) - Garden female labour,(Wage in taka) - Other labour (Adult),(Wage in taka) - Other labour (Child)
3,Bagatipara,260,150,120,140,90
4,Baraigram,250,220,150,180,120
5,Gurudaspur,300,300,200,180,150
6,Lalpur,150,200,0,170,70
7,Natore Sadar,400,200,120,180,100
8,Singra,300,250,180,250,120
9,Average,277,220,154,183,108
