,0,1,2,3,4,5,6,7
0,"Area and production of brinjal, lady s finger and arum 2010-11",,,,,,,
1,(Area in acre and production in metric ton),,,,,,,
2,Upazila,Brinjal Area,Brinjal Production,Lady’s finger Area,Lady’s finger Production,Arum Area,Arum Production,
3,Barlekha,74,180,,38,240,482,3350
4,Juri,124,1340,,57,465,153,750
5,Kamalganj,380,5115,,180,720,60,800
6,Kulaura,62,130,,109,22,50,100
7,Moulvibazar Sadar,88,278,,50,39,67,112
8,Rajnagar,30,20,,23,37,0,0
9,Sreemangal,104,1050,,25,40,642,7800
10,Total,862,8113,,482,1563,1454,12912
11,,,,38,,,,
